0,0
20,0.049
20.8512,0.0524
21.7386,0.056
22.6638,0.0599
23.6283,0.064
24.6339,0.0685
25.6824,0.0734
26.7754,0.0788
27.9149,0.0846
29.103,0.091
30.3416,0.098
31.6329,0.1057
32.9792,0.1143
34.3827,0.1239
35.846,0.1345
37.3716,0.1464
38.9621,0.1598
40.6204,0.1747
42.3491,0.1915
44.1515,0.2103
46.0305,0.2311
47.9896,0.2541
50.032,0.2794
52.1613,0.3071
54.3813,0.337
56.6957,0.3692
59.1086,0.4033
61.6243,0.4392
64.2469,0.4765
66.9813,0.5151
69.8319,0.5547
72.8039,0.595
75.9024,0.636
79.1328,0.6779
82.5006,0.7208
86.0118,0.7641
89.6724,0.8064
93.4888,0.8464
97.4677,0.8842
101.616,0.9211
105.941,0.9575
110.449,0.9923
115.15,1.0249
120.051,1.0553
125.16,1.0839
130.487,1.1102
136.04,1.1341
141.83,1.1573
147.866,1.1805
154.159,1.2013
160.72,1.22
167.56,1.238
174.691,1.2548
182.126,1.2703
189.878,1.2848
197.958,1.2979
206.384,1.3105
215.167,1.3229
224.325,1.334
233.872,1.344
243.825,1.3537
254.202,1.3633
265.021,1.3715
276.3,1.3786
288.059,1.3866
300.319,1.3952
313.1,1.4024
326.425,1.4086
340.318,1.4148
354.801,1.421
369.902,1.4271
385.644,1.4325
402.057,1.4376
419.169,1.4431
437.008,1.4487
455.607,1.4532
474.997,1.457
495.213,1.4627
516.289,1.4678
538.262,1.4719
561.17,1.4762
585.053,1.4811
609.952,1.4858
635.912,1.49
662.976,1.4938
691.191,1.4978
720.608,1.502
751.277,1.5062
783.251,1.51
816.585,1.514
851.339,1.5181
887.571,1.5218
925.346,1.5255
964.728,1.5295
1005.79,1.5336
1048.59,1.5377
1093.22,1.5418
1139.75,1.5459
1188.25,1.55
1238.82,1.5541
1291.55,1.5582
1346.52,1.5623
1403.82,1.5664
1463.57,1.5706
1525.86,1.5747
1590.8,1.5789
1658.5,1.5831
1729.08,1.5873
1802.67,1.5915
1879.39,1.5957
1959.38,1.5999
2042.77,1.6041
2129.71,1.6083
2220.35,1.6125
2314.84,1.6168
2413.36,1.6212
2516.07,1.6257
2623.16,1.6305
2734.8,1.6355
2851.19,1.6407
2972.53,1.6459
3099.04,1.651
3230.93,1.6562
3368.44,1.6613
3511.8,1.6664
3661.26,1.6716
3817.08,1.6769
3979.53,1.6823
4148.9,1.6879
4325.47,1.6935
4509.56,1.6993
4701.49,1.7052
4901.58,1.7111
5110.19,1.7172
5327.68,1.7233
5554.42,1.7294
5790.81,1.7356
6037.26,1.7419
6294.21,1.7483
6562.08,1.7548
6841.36,1.7613
7132.53,1.768
7436.08,1.7748
7752.56,1.7817
8082.5,1.7887
8426.49,1.7958
8785.11,1.8029
9159,1.81
9548.8,1.8171
9955.2,1.8242
10378.9,1.8315
10820.6,1.8387
11281.1,1.8456
11761.2,1.8523
12261.8,1.8587
12783.6,1.865
13327.7,1.871
13894.9,1.8768
14486.3,1.8825
15102.8,1.888
15745.6,1.8933
16415.7,1.8985
17114.3,1.9035
17842.7,1.9085
18602.1,1.9132
19393.8,1.9179
20219.2,1.9225
21079.7,1.9269
21976.8,1.9313
22912.2,1.9356
23887.3,1.9398
24903.9,1.9439
25963.8,1.948
27068.8,1.952
28220.8,1.956
29421.9,1.9599
30674.1,1.9638
31979.5,1.9677
33340.6,1.9715
34759.5,1.9754
36238.9,1.9792
37781.2,1.983
39389.1,1.9869
41065.5,1.9907
42813.2,1.9946
44635.3,1.9984
46535,2.0024
48515.5,2.0063
50580.3,2.0103
52732.9,2.0144
54977.2,2.0185
57317,2.0227
59756.4,2.0269
62299.6,2.0313
64951,2.0357
67715.3,2.0402
70597.2,2.0449
73601.8,2.0496
76734.2,2.0545
80000,2.0595
